Nível	Magia	Escola de Magia	Descrição Visual/Efeito	Prompt Base
6	Encontrar o Caminho	Adivinhação	Concede ao conjurador um sentido sobrenatural que indica o caminho mais direto para um destino específico.	Cria a imagem de D&D para a Magia 'Encontrar o Caminho' que é do tipo 'Adivinhação', do nível 6, com o efeito 'Concede ao conjurador um sentido sobrenatural que indica o caminho mais direto para um destino específico.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
6	Esfera Congelante de Otiluke	Evocação	Uma esfera de frio extremo que explode ao impacto ou pode ser guardada como um cristal detonável.	Cria a imagem de D&D para a Magia 'Esfera Congelante de Otiluke' que é do tipo 'Evocação', do nível 6, com o efeito 'Uma esfera de frio extremo que explode ao impacto ou pode ser guardada como um cristal detonável.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
6	Globo de Invulnerabilidade	Abjuração	Uma barreira cintilante de 3 metros de raio que bloqueia qualquer magia de 5º círculo ou inferior.	Cria a imagem de D&D para a Magia 'Globo de Invulnerabilidade' que é do tipo 'Abjuração', do nível 6, com o efeito 'Uma barreira cintilante de 3 metros de raio que bloqueia qualquer magia de 5º círculo ou inferior.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
6	Ilusão Programada	Ilusão	Cria uma ilusão complexa que permanece inativa até que um evento específico a desperte.	Cria a imagem de D&D para a Magia 'Ilusão Programada' que é do tipo 'Ilusão', do nível 6, com o efeito 'Cria uma ilusão complexa que permanece inativa até que um evento específico a desperte.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
6	Invocação Instantânea de Drawmij	Invocação	Marca um item para que ele seja teleportado instantaneamente para a mão do conjurador quando chamado.	Cria a imagem de D&D para a Magia 'Invocação Instantânea de Drawmij' que é do tipo 'Invocação', do nível 6, com o efeito 'Marca um item para que ele seja teleportado instantaneamente para a mão do conjurador quando chamado.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
6	Invocar Feérico	Invocação	Conjura um espírito de Faéria que assume uma forma corpórea poderosa para auxiliar em combate.	Cria a imagem de D&D para a Magia 'Invocar Feérico' que é do tipo 'Invocação', do nível 6, com o efeito 'Conjura um espírito de Faéria que assume uma forma corpórea poderosa para auxiliar em combate.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
6	Invocar Ínfero	Invocação	Invoca um demônio ou diabo para o campo de batalha sob o comando do conjurador.	Cria a imagem de D&D para a Magia 'Invocar Ínfero' que é do tipo 'Invocação', do nível 6, com o efeito 'Invoca um demônio ou diabo para o campo de batalha sob o comando do conjurador.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
6	Mau Olhado	Necromancia	Os olhos do conjurador tornam-se negros, permitindo que ele apavore, adormeça ou fira inimigos com o olhar.	Cria a imagem de D&D para a Magia 'Mau Olhado' que é do tipo 'Necromancia', do nível 6, com o efeito 'Os olhos do conjurador tornam-se negros, permitindo que ele apavore, adormeça ou fira inimigos com o olhar.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
6	Moléstia	Necromancia	Um toque que inflige uma dor terrível ou uma doença debilitante imediata no alvo.	Cria a imagem de D&D para a Magia 'Moléstia' que é do tipo 'Necromancia', do nível 6, com o efeito 'Um toque que inflige uma dor terrível ou uma doença debilitante imediata no alvo.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
6	Mover Terra	Transmutação	Permite remodelar gradualmente o terreno natural (terra, areia ou argila) em larga escala.	Cria a imagem de D&D para a Magia 'Mover Terra' que é do tipo 'Transmutação', do nível 6, com o efeito 'Permite remodelar gradualmente o terreno natural (terra, areia ou argila) em larga escala.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
6	Muralha de Espinhos	Invocação	Cria uma barreira de arbustos espinhosos densos e letais que causam dano a quem tentar atravessar.	Cria a imagem de D&D para a Magia 'Muralha de Espinhos' que é do tipo 'Invocação', do nível 6, com o efeito 'Cria uma barreira de arbustos espinhosos densos e letais que causam dano a quem tentar atravessar.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
6	Muralha de Gelo	Evocação	Ergue uma parede de gelo sólido que emite frio intenso e explode em fragmentos se for destruída.	Cria a imagem de D&D para a Magia 'Muralha de Gelo' que é do tipo 'Evocação', do nível 6, com o efeito 'Ergue uma parede de gelo sólido que emite frio intenso e explode em fragmentos se for destruída.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
6	Palavra de Regresso	Invocação	Teleporta o conjurador e aliados instantaneamente para um santuário previamente designado.	Cria a imagem de D&D para a Magia 'Palavra de Regresso' que é do tipo 'Invocação', do nível 6, com o efeito 'Teleporta o conjurador e aliados instantaneamente para um santuário previamente designado.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
6	Portais Arcanos	Invocação	Abre dois portais de teleporte interligados que permitem a passagem livre de criaturas entre dois pontos.	Cria a imagem de D&D para a Magia 'Portais Arcanos' que é do tipo 'Invocação', do nível 6, com o efeito 'Abre dois portais de teleporte interligados que permitem a passagem livre de criaturas entre dois pontos.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
6	Proibição	Abjuração	Protege uma área vasta contra teleporte e causa dano radiante ou necrótico a invasores extraplanares.	Cria a imagem de D&D para a Magia 'Proibição' que é do tipo 'Abjuração', do nível 6, com o efeito 'Protege uma área vasta contra teleporte e causa dano radiante ou necrótico a invasores extraplanares.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
6	Proteger Fortaleza	Abjuração	Cria defesas mágicas (névoas, fechaduras, sons) em um edifício para torná-lo uma base segura.	Cria a imagem de D&D para a Magia 'Proteger Fortaleza' que é do tipo 'Abjuração', do nível 6, com o efeito 'Cria defesas mágicas (névoas, fechaduras, sons) em um edifício para torná-lo uma base segura.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
6	Raio Solar	Evocação	Um feixe de luz brilhante dispara do conjurador, cegando criaturas e causando dano radiante severo.	Cria a imagem de D&D para a Magia 'Raio Solar' que é do tipo 'Evocação', do nível 6, com o efeito 'Um feixe de luz brilhante dispara do conjurador, cegando criaturas e causando dano radiante severo.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
6	Receptáculo Arcano	Necromancia	Tenta aprisionar a alma de uma criatura em uma gema para que o conjurador possa possuir o seu corpo.	Cria a imagem de D&D para a Magia 'Receptáculo Arcano' que é do tipo 'Necromancia', do nível 6, com o efeito 'Tenta aprisionar a alma de uma criatura em uma gema para que o conjurador possa possuir o seu corpo.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
6	Sugestão em Massa	Encantamento	Permite dar uma ordem mágica convincente a até doze criaturas simultaneamente.	Cria a imagem de D&D para a Magia 'Sugestão em Massa' que é do tipo 'Encantamento', do nível 6, com o efeito 'Permite dar uma ordem mágica convincente a até doze criaturas simultaneamente.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
6	Transporte via Plantas	Invocação	Cria um vínculo mágico momentâneo entre duas plantas grandes para teleporte instantâneo.	Cria a imagem de D&D para a Magia 'Transporte via Plantas' que é do tipo 'Invocação', do nível 6, com o efeito 'Cria um vínculo mágico momentâneo entre duas plantas grandes para teleporte instantâneo.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
6	Visão da Verdade	Adivinhação	Concede a capacidade de ver através de ilusões, invisibilidade e perceber a verdadeira forma de transmorfos.	Cria a imagem de D&D para a Magia 'Visão da Verdade' que é do tipo 'Adivinhação', do nível 6, com o efeito 'Concede a capacidade de ver através de ilusões, invisibilidade e perceber a verdadeira forma de transmorfos.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
7	Bola de Fogo Adiável	Evocação	Uma pequena conta de luz amarela brilha intensamente e explode em chamas massivas ao ser tocada ou após um tempo determinado.	Cria a imagem de D&D para a Magia 'Bola de Fogo Adiável' que é do tipo 'Evocação', do nível 7, com o efeito 'Uma pequena conta de luz amarela brilha intensamente e explode em chamas massivas ao ser tocada ou após um tempo determinado.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
7	Cárcere de Energia	Evocação	Cria uma estrutura invisível e indestrutível de força pura (cubo ou jaula) que aprisiona uma criatura sem salvaguarda.	Cria a imagem de D&D para a Magia 'Cárcere de Energia' que é do tipo 'Evocação', do nível 7, com o efeito 'Cria uma estrutura invisível e indestrutível de força pura (cubo ou jaula) que aprisiona uma criatura sem salvaguarda.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
7	Dedo da Morte	Necromancia	O conjurador aponta para um alvo, enviando uma descarga de energia negativa que causa dor extrema e pode transformá-lo em um zumbi.	Cria a imagem de D&D para a Magia 'Dedo da Morte' que é do tipo 'Necromancia', do nível 7, com o efeito 'O conjurador aponta para um alvo, enviando uma descarga de energia negativa que causa dor extrema e pode transformá-lo em um zumbi.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
7	Espada de Mordenkainen	Evocação	Uma espada cintilante feita de força surge e flutua no ar, desferindo ataques poderosos sob o comando do conjurador.	Cria a imagem de D&D para a Magia 'Espada de Mordenkainen' que é do tipo 'Evocação', do nível 7, com o efeito 'Uma espada cintilante feita de força surge e flutua no ar, desferindo ataques poderosos sob o comando do conjurador.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
7	Forma Etérea	Invocação	O conjurador e aliados tornam-se espectrais e translúcidos, atravessando objetos sólidos enquanto viajam pela borda do Plano Etéreo.	Cria a imagem de D&D para a Magia 'Forma Etérea' que é do tipo 'Invocação', do nível 7, com o efeito 'O conjurador e aliados tornam-se espectrais e translúcidos, atravessando objetos sólidos enquanto viajam pela borda do Plano Etéreo.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
7	Inverter a Gravidade	Transmutação	Em uma área cilíndrica, a gravidade é subitamente invertida, fazendo com que criaturas e objetos soltos "caiam" para cima.	Cria a imagem de D&D para a Magia 'Inverter a Gravidade' que é do tipo 'Transmutação', do nível 7, com o efeito 'Em uma área cilíndrica, a gravidade é subitamente invertida, fazendo com que criaturas e objetos soltos "caiam" para cima.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
7	Invocar Celestial	Invocação	Conjura um espírito angelical majestoso que assume forma física para lutar, curar ou proteger o grupo.	Cria a imagem de D&D para a Magia 'Invocar Celestial' que é do tipo 'Invocação', do nível 7, com o efeito 'Conjura um espírito angelical majestoso que assume forma física para lutar, curar ou proteger o grupo.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
7	Mansão Magnífica de Mordenkainen	Invocação	Cria uma entrada invisível para um espaço extradimensional luxuoso, contendo comida farta e servos fantasmagóricos.	Cria a imagem de D&D para a Magia 'Mansão Magnífica de Mordenkainen' que é do tipo 'Invocação', do nível 7, com o efeito 'Cria uma entrada invisível para um espaço extradimensional luxuoso, contendo comida farta e servos fantasmagóricos.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
7	Miragem Arcana	Ilusão	Altera visualmente o terreno de uma vasta área (incluindo cheiros e sons), podendo transformar um deserto em uma floresta verdejante.	Cria a imagem de D&D para a Magia 'Miragem Arcana' que é do tipo 'Ilusão', do nível 7, com o efeito 'Altera visualmente o terreno de uma vasta área (incluindo cheiros e sons), podendo transformar um deserto em uma floresta verdejante.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
7	Palavra de Poder: Fortificar	Encantamento	Uma palavra de comando que imbui aliados com uma vitalidade imensa, restaurando-os e fortalecendo seu vigor.	Cria a imagem de D&D para a Magia 'Palavra de Poder: Fortificar' que é do tipo 'Encantamento', do nível 7, com o efeito 'Uma palavra de comando que imbui aliados com uma vitalidade imensa, restaurando-os e fortalecendo seu vigor.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
7	Palavra Sagrada	Evocação	Uma declaração divina que emite uma onda de poder capaz de banir, cegar, ensurdecer ou matar inimigos com base em sua resistência.	Cria a imagem de D&D para a Magia 'Palavra Sagrada' que é do tipo 'Evocação', do nível 7, com o efeito 'Uma declaração divina que emite uma onda de poder capaz de banir, cegar, ensurdecer ou matar inimigos com base em sua resistência.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
7	Projetar Imagem	Ilusão	Cria uma cópia ilusória perfeita do conjurador em um local distante, através da qual ele pode ver, ouvir e falar.	Cria a imagem de D&D para a Magia 'Projetar Imagem' que é do tipo 'Ilusão', do nível 7, com o efeito 'Cria uma cópia ilusória perfeita do conjurador em um local distante, através da qual ele pode ver, ouvir e falar.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
7	Rajada Prismática	Evocação	Oito raios de luz multicolorida disparam da mão do conjurador; cada cor possui um efeito elemental ou místico diferente e destrutivo.	Cria a imagem de D&D para a Magia 'Rajada Prismática' que é do tipo 'Evocação', do nível 7, com o efeito 'Oito raios de luz multicolorida disparam da mão do conjurador; cada cor possui um efeito elemental ou místico diferente e destrutivo.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
7	Refugiar	Transmutação	Teleporta o conjurador e alvos voluntários instantaneamente para um local de descanso seguro e pré-determinado.	Cria a imagem de D&D para a Magia 'Refugiar' que é do tipo 'Transmutação', do nível 7, com o efeito 'Teleporta o conjurador e alvos voluntários instantaneamente para um local de descanso seguro e pré-determinado.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
7	Regeneração	Transmutação	O corpo do alvo é imbuído de energia vital, curando feridas constantemente e restaurando membros que foram cortados.	Cria a imagem de D&D para a Magia 'Regeneração' que é do tipo 'Transmutação', do nível 7, com o efeito 'O corpo do alvo é imbuído de energia vital, curando feridas constantemente e restaurando membros que foram cortados.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
7	Ressurreição	Necromancia	Traz uma criatura morta (há até um século) de volta à vida, curando feridas mortais e removendo venenos ou doenças.	Cria a imagem de D&D para a Magia 'Ressurreição' que é do tipo 'Necromancia', do nível 7, com o efeito 'Traz uma criatura morta (há até um século) de volta à vida, curando feridas mortais e removendo venenos ou doenças.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
7	Símbolo	Abjuração	Inscreve uma runa mágica poderosa em uma superfície que, ao ser ativada por um gatilho, desencadeia efeitos como dor, sono ou medo.	Cria a imagem de D&D para a Magia 'Símbolo' que é do tipo 'Abjuração', do nível 7, com o efeito 'Inscreve uma runa mágica poderosa em uma superfície que, ao ser ativada por um gatilho, desencadeia efeitos como dor, sono ou medo.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
7	Simulacro	Ilusão	Molda um clone ilusório de neve e gelo que é uma cópia exata de uma criatura e obedece cegamente ao conjurador.	Cria a imagem de D&D para a Magia 'Simulacro' que é do tipo 'Ilusão', do nível 7, com o efeito 'Molda um clone ilusório de neve e gelo que é uma cópia exata de uma criatura e obedece cegamente ao conjurador.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
7	Teleporte	Invocação	Transporta o conjurador e aliados instantaneamente para qualquer local conhecido, embora haja risco de desvio se o local não for familiar.	Cria a imagem de D&D para a Magia 'Teleporte' que é do tipo 'Invocação', do nível 7, com o efeito 'Transporta o conjurador e aliados instantaneamente para qualquer local conhecido, embora haja risco de desvio se o local não for familiar.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
7	Tempestade de Fogo	Evocação	Cria múltiplos cubos de chamas rugintes que podem ser moldados para evitar aliados enquanto incineram o campo de batalha.	Cria a imagem de D&D para a Magia 'Tempestade de Fogo' que é do tipo 'Evocação', do nível 7, com o efeito 'Cria múltiplos cubos de chamas rugintes que podem ser moldados para evitar aliados enquanto incineram o campo de batalha.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
7	Transição Planar	Invocação	Move fisicamente o conjurador e seu grupo através das barreiras dimensionais para outro plano de existência.	Cria a imagem de D&D para a Magia 'Transição Planar' que é do tipo 'Invocação', do nível 7, com o efeito 'Move fisicamente o conjurador e seu grupo através das barreiras dimensionais para outro plano de existência.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
8	Antipatia/Simpatia	Encantamento	Cria um impulso mágico de atração ou repulsa em um objeto ou área que afeta criaturas específicas.	Cria a imagem de D&D para a Magia 'Antipatia/Simpatia' que é do tipo 'Encantamento', do nível 8, com o efeito 'Cria um impulso mágico de atração ou repulsa em um objeto ou área que afeta criaturas específicas.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
8	Campo Antimagia	Abjuração	Uma esfera invisível de 3 metros de raio que anula qualquer efeito, item ou conjuração mágica dentro de sua área.	Cria a imagem de D&D para a Magia 'Campo Antimagia' que é do tipo 'Abjuração', do nível 8, com o efeito 'Uma esfera invisível de 3 metros de raio que anula qualquer efeito, item ou conjuração mágica dentro de sua área.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
8	Clone	Necromancia	Cultiva uma cópia inerte de uma criatura em um receptáculo para que sua alma a habite caso o corpo original morra.	Cria a imagem de D&D para a Magia 'Clone' que é do tipo 'Necromancia', do nível 8, com o efeito 'Cultiva uma cópia inerte de uma criatura em um receptáculo para que sua alma a habite caso o corpo original morra.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
8	Controlar o Clima	Transmutação	Permite ao conjurador alterar drasticamente as condições meteorológicas (precipitação, temperatura e vento) em uma vasta área.	Cria a imagem de D&D para a Magia 'Controlar o Clima' que é do tipo 'Transmutação', do nível 8, com o efeito 'Permite ao conjurador alterar drasticamente as condições meteorológicas (precipitação, temperatura e vento) em uma vasta área.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
8	Dominar Monstro	Encantamento	Estabelece um controle telepático total e preciso sobre qualquer criatura, forçando-a a obedecer a todos os seus comandos.	Cria a imagem de D&D para a Magia 'Dominar Monstro' que é do tipo 'Encantamento', do nível 8, com o efeito 'Estabelece um controle telepático total e preciso sobre qualquer criatura, forçando-a a obedecer a todos os seus comandos.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
8	Explosão Solar	Evocação	Um flash súbito de luz solar brilhante surge em um ponto, causando dano radiante massivo e cegando as criaturas atingidas.	Cria a imagem de D&D para a Magia 'Explosão Solar' que é do tipo 'Evocação', do nível 8, com o efeito 'Um flash súbito de luz solar brilhante surge em um ponto, causando dano radiante massivo e cegando as criaturas atingidas.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
8	Formas Animais	Transmutação	Transforma qualquer número de aliados voluntários em formas de animais poderosos para combate ou utilidade.	Cria a imagem de D&D para a Magia 'Formas Animais' que é do tipo 'Transmutação', do nível 8, com o efeito 'Transforma qualquer número de aliados voluntários em formas de animais poderosos para combate ou utilidade.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
8	Labirinto	Invocação	Bane o alvo para um semiplano que consiste em um labirinto complexo, onde ele fica preso até conseguir escapar mentalmente.	Cria a imagem de D&D para a Magia 'Labirinto' que é do tipo 'Invocação', do nível 8, com o efeito 'Bane o alvo para um semiplano que consiste em um labirinto complexo, onde ele fica preso até conseguir escapar mentalmente.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
8	Limpar a Mente	Abjuração	Protege uma criatura contra qualquer forma de leitura de mente, detecção mágica ou influências de encantamento por 24 horas.	Cria a imagem de D&D para a Magia 'Limpar a Mente' que é do tipo 'Abjuração', do nível 8, com o efeito 'Protege uma criatura contra qualquer forma de leitura de mente, detecção mágica ou influências de encantamento por 24 horas.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
8	Loquacidade	Encantamento	Imbui o conjurador com uma lábia sobrenatural, tornando suas mentiras e argumentos extremamente convincentes e impossíveis de contestar.	Cria a imagem de D&D para a Magia 'Loquacidade' que é do tipo 'Encantamento', do nível 8, com o efeito 'Imbui o conjurador com uma lábia sobrenatural, tornando suas mentiras e argumentos extremamente convincentes e impossíveis de contestar.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
8	Nuvem Incendiária	Invocação	Cria uma nuvem rodopiante de brasas e fumaça branca e quente que incinera tudo o que toca no campo de batalha.	Cria a imagem de D&D para a Magia 'Nuvem Incendiária' que é do tipo 'Invocação', do nível 8, com o efeito 'Cria uma nuvem rodopiante de brasas e fumaça branca e quente que incinera tudo o que toca no campo de batalha.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
8	Palavra de Poder: Atordoar	Encantamento	Uma palavra única que domina a mente do alvo; se ele tiver 150 pontos de vida ou menos, fica instantaneamente atordoado.	Cria a imagem de D&D para a Magia 'Palavra de Poder: Atordoar' que é do tipo 'Encantamento', do nível 8, com o efeito 'Uma palavra única que domina a mente do alvo; se ele tiver 150 pontos de vida ou menos, fica instantaneamente atordoado.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
8	Semiplano	Invocação	Cria uma porta para um espaço extradimensional de 9 metros de profundidade que pode ser personalizado pelo conjurador.	Cria a imagem de D&D para a Magia 'Semiplano' que é do tipo 'Invocação', do nível 8, com o efeito 'Cria uma porta para um espaço extradimensional de 9 metros de profundidade que pode ser personalizado pelo conjurador.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
8	Suplício	Encantamento	Atormenta a mente de uma criatura com agonia psíquica, reduzindo drasticamente sua capacidade de agir, pensar ou conjurar.	Cria a imagem de D&D para a Magia 'Suplício' que é do tipo 'Encantamento', do nível 8, com o efeito 'Atormenta a mente de uma criatura com agonia psíquica, reduzindo drasticamente sua capacidade de agir, pensar ou conjurar.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
8	Telepatia	Adivinhação	Forja uma conexão mental permanente com uma criatura conhecida, permitindo a troca instantânea de pensamentos e imagens.	Cria a imagem de D&D para a Magia 'Telepatia' que é do tipo 'Adivinhação', do nível 8, com o efeito 'Forja uma conexão mental permanente com uma criatura conhecida, permitindo a troca instantânea de pensamentos e imagens.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
8	Terremoto	Transmutação	Provoca tremores intensos no solo que abrem fendas, derrubam estruturas e soterram inimigos em uma grande área.	Cria a imagem de D&D para a Magia 'Terremoto' que é do tipo 'Transmutação', do nível 8, com o efeito 'Provoca tremores intensos no solo que abrem fendas, derrubam estruturas e soterram inimigos em uma grande área.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
8	Tsunami	Invocação	Invoca uma parede colossal de água que avança, esmagando e arrastando todas as criaturas e objetos em seu caminho.	Cria a imagem de D&D para a Magia 'Tsunami' que é do tipo 'Invocação', do nível 8, com o efeito 'Invoca uma parede colossal de água que avança, esmagando e arrastando todas as criaturas e objetos em seu caminho.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
9	Aprisionamento	Abjuração	Prende uma criatura em um estado de estase, em uma gema, ou em uma prisão eterna sob a terra. 	Cria a imagem de D&D para a Magia 'Aprisionamento' que é do tipo 'Abjuração', do nível 9, com o efeito 'Prende uma criatura em um estado de estase, em uma gema, ou em uma prisão eterna sob a terra. '. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
9	Chuva de Meteoros	Evocação	Quatro esferas de fogo caem do céu, explodindo em áreas imensas com chamas e impacto devastador. 	Cria a imagem de D&D para a Magia 'Chuva de Meteoros' que é do tipo 'Evocação', do nível 9, com o efeito 'Quatro esferas de fogo caem do céu, explodindo em áreas imensas com chamas e impacto devastador. '. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
9	Desejo (Wish)	Invocação	A magia mais poderosa; permite alterar a realidade ou duplicar qualquer outra magia apenas ao falar em voz alta.	Cria a imagem de D&D para a Magia 'Desejo (Wish)' que é do tipo 'Invocação', do nível 9, com o efeito 'A magia mais poderosa; permite alterar a realidade ou duplicar qualquer outra magia apenas ao falar em voz alta.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
9	Encarnação Fantasmagórica	Ilusão	Manifesta uma ilusão tão aterrorizante e real que pode causar a morte imediata por puro susto.	Cria a imagem de D&D para a Magia 'Encarnação Fantasmagórica' que é do tipo 'Ilusão', do nível 9, com o efeito 'Manifesta uma ilusão tão aterrorizante e real que pode causar a morte imediata por puro susto.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
9	Metamorfose	Transmutação	O conjurador assume uma nova forma extremamente poderosa ou transforma um aliado permanentemente.	Cria a imagem de D&D para a Magia 'Metamorfose' que é do tipo 'Transmutação', do nível 9, com o efeito 'O conjurador assume uma nova forma extremamente poderosa ou transforma um aliado permanentemente.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
9	Muralha Prismática	Abjuração	Cria uma barreira cintilante de sete camadas coloridas, cada uma com um efeito letal e um método único de ser destruída. 	Cria a imagem de D&D para a Magia 'Muralha Prismática' que é do tipo 'Abjuração', do nível 9, com o efeito 'Cria uma barreira cintilante de sete camadas coloridas, cada uma com um efeito letal e um método único de ser destruída. '. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
9	Palavra de Poder: Matar	Encantamento	O conjurador pronuncia uma única palavra que obriga a alma da criatura a deixar o corpo instantaneamente se ela estiver enfraquecida.	Cria a imagem de D&D para a Magia 'Palavra de Poder: Matar' que é do tipo 'Encantamento', do nível 9, com o efeito 'O conjurador pronuncia uma única palavra que obriga a alma da criatura a deixar o corpo instantaneamente se ela estiver enfraquecida.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
9	Palavra de Poder: Salvar	Encantamento	Uma palavra de cura suprema que restaura todos os pontos de vida e remove condições negativas de um alvo.	Cria a imagem de D&D para a Magia 'Palavra de Poder: Salvar' que é do tipo 'Encantamento', do nível 9, com o efeito 'Uma palavra de cura suprema que restaura todos os pontos de vida e remove condições negativas de um alvo.'. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
9	Parar o Tempo	Transmutação	O fluxo do tempo é congelado para todos no multiverso, exceto para o conjurador, por breves instantes. 	Cria a imagem de D&D para a Magia 'Parar o Tempo' que é do tipo 'Transmutação', do nível 9, com o efeito 'O fluxo do tempo é congelado para todos no multiverso, exceto para o conjurador, por breves instantes. '. Será utilizada como imagem de fundo para ilustrar uma carta de magia. Sem textos. --ar 4:5
